item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
Headphones,Not Applicable,White,Electronics,Autumn,3.1139240506329116,825.1690217391305,No,Express,PayPal,5046,70.0,Female,Yes,0.0,Quarterly,New York
Laptop,Not Applicable,White,Electronics,Spring,5.0,1186.38,No,Express,Cash,4828,61.0,Female,No,27.0,Quarterly,New York
Pants,M,Charcoal,Clothing,Summer,3.2,68.0,Yes,2-Day Shipping,Credit Card,574,58.0,Male,Yes,23.0,Bi-Weekly,California
T-shirt,L,Maroon,Clothing,Winter,2.7,59.0,Yes,Store Pickup,Bank Transfer,1670,42.0,Male,No,22.0,Quarterly,Wisconsin
Hoodie,M,Orange,Clothing,Winter,3.5,78.0,Yes,Next Day Air,PayPal,324,66.0,Male,Yes,29.0,Bi-Weekly,Tennessee
Shirt,M,Blue,Clothing,Winter,3.4741258741258743,261.1362046204621,Yes,Express,Credit Card,4333,32.0,Female,No,0.0,Quarterly,Los Angeles
Hat,Free Size,Violet,Accessories,Spring,3.5,28.0,Yes,Express,Credit Card,1065,34.0,Male,No,42.0,Every 3 Months,Wyoming
Dress,S,Indigo,Clothing,Fall,3.6,98.0,No,2-Day Shipping,Venmo,2583,19.0,Male,No,4.0,Every 3 Months,South Dakota
Jeans,L,Turquoise,Clothing,Summer,4.8,47.0,Yes,Express,Debit Card,707,46.0,Male,Yes,27.0,Weekly,Iowa
Jacket,S,Maroon,Outerwear,Spring,4.4,23.0,Yes,2-Day Shipping,Credit Card,1058,65.0,Male,No,20.0,Weekly,Wisconsin
Jacket,M,Indigo,Outerwear,Fall,2.9,43.0,No,2-Day Shipping,Credit Card,2835,39.0,Female,No,17.0,Weekly,Texas
Shoes,M,Blue,Footwear,Winter,3.5454545454545454,277.3683027522936,Yes,Express,Debit Card,4593,56.0,Other,No,11.0,Monthly,New York
Headphones,Not Applicable,Red,Electronics,Autumn,3.1139240506329116,220.25,No,Standard,Cash,5052,24.0,Female,Yes,0.0,Quarterly,New York
Belt,Free Size,Green,Accessories,Winter,3.1,94.0,No,Free Shipping,Credit Card,2337,19.0,Male,No,11.0,Weekly,California
Shorts,M,Orange,Clothing,Fall,3.7,84.0,Yes,Standard,Credit Card,530,32.0,Male,Yes,6.0,Monthly,California
Dress,M,Violet,Clothing,Winter,3.6,91.0,Yes,Express,Credit Card,1512,34.0,Male,No,48.0,Weekly,Georgia
Laptop,Not Applicable,White,Electronics,Winter,4.0,809.5398611111111,Yes,Standard,Debit Card,4967,20.0,Other,No,0.0,Monthly,Phoenix
Phone,Not Applicable,Red,Electronics,Spring,2.9156626506024095,69.72,No,Express,Credit Card,4502,38.0,Female,No,0.0,Quarterly,Houston
Shirt,M,White,Clothing,Spring,3.4741258741258743,175.4,Yes,Standard,Cash,4725,59.0,Other,Yes,47.0,Quarterly,Phoenix
Sunglasses,Free Size,Beige,Accessories,Summer,3.2,56.0,Yes,Express,PayPal,730,41.0,Male,Yes,46.0,Every 3 Months,Minnesota
Socks,M,White,Clothing,Spring,2.9,79.0,Yes,Store Pickup,Credit Card,229,18.0,Male,Yes,11.0,Annually,New Hampshire
Jacket,L,Pink,Outerwear,Fall,5.0,55.0,Yes,2-Day Shipping,Credit Card,1194,40.0,Male,No,18.0,Fortnightly,Alaska
Shoes,L,Blue,Footwear,Winter,3.0,277.3683027522936,Yes,Express,Cash,4805,40.0,Male,No,6.0,Monthly,Phoenix
Shirt,M,Blue,Clothing,Autumn,3.4741258741258743,780.59,No,Standard,PayPal,4138,40.0,Female,No,0.0,Weekly,Los Angeles
Coat,M,Violet,Outerwear,Fall,4.0,82.0,Yes,2-Day Shipping,Debit Card,798,42.0,Male,Yes,38.0,Weekly,Maryland
Pants,M,Indigo,Clothing,Spring,2.9,32.0,No,Free Shipping,Debit Card,3830,69.0,Female,No,32.0,Fortnightly,Washington
Boots,M,Pink,Footwear,Spring,3.7,72.0,Yes,Express,Debit Card,847,49.0,Male,Yes,42.0,Quarterly,Kentucky
Sunglasses,Free Size,Black,Accessories,Summer,3.2,27.0,Yes,Store Pickup,Bank Transfer,1098,58.0,Male,No,47.0,Weekly,Vermont
Sunglasses,Free Size,Peach,Accessories,Winter,4.2,88.0,No,Next Day Air,Credit Card,2401,43.0,Male,No,11.0,Bi-Weekly,Oregon
Boots,XL,Purple,Footwear,Winter,4.8,38.0,No,2-Day Shipping,Cash,3833,64.0,Female,No,27.0,Weekly,Kansas
Dress,M,Brown,Clothing,Spring,2.7,40.0,No,Store Pickup,PayPal,2114,63.0,Male,No,29.0,Every 3 Months,Virginia
Jeans,S,Cyan,Clothing,Summer,2.8,45.0,Yes,Store Pickup,PayPal,38,35.0,Male,Yes,10.0,Weekly,Indiana
Sneakers,S,Gray,Footwear,Summer,3.5,97.0,No,Free Shipping,Venmo,1804,60.0,Male,No,33.0,Fortnightly,New Hampshire
Bag,Free Size,Red,Accessories,Spring,2.0,489.56,Yes,Standard,Debit Card,4884,43.0,Other,No,32.0,Weekly,Chicago
Shirt,M,Teal,Clothing,Summer,2.5,79.0,No,2-Day Shipping,Credit Card,3731,46.0,Female,No,3.0,Bi-Weekly,Florida
Phone,Not Applicable,Blue,Electronics,Winter,1.0,1033.69,No,Express,Debit Card,4348,42.0,Male,No,23.0,Monthly,New York
T-shirt,L,Purple,Clothing,Winter,4.5,65.0,Yes,Next Day Air,PayPal,784,63.0,Male,Yes,38.0,Fortnightly,Louisiana
Shirt,M,Black,Clothing,Winter,3.4741258741258743,230.19,Yes,Standard,Cash,4581,32.0,Male,No,0.0,Weekly,New York
Phone,Not Applicable,Red,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Standard,Cash,4472,63.0,Female,Yes,0.0,Monthly,Los Angeles
Headphones,Not Applicable,Red,Electronics,Winter,1.0,1069.81,No,Standard,Credit Card,4365,29.0,Other,Yes,0.0,Quarterly,Los Angeles
Dress,L,Yellow,Clothing,Fall,4.9,81.0,No,2-Day Shipping,Venmo,2742,68.0,Female,No,41.0,Monthly,Maine
Pants,M,Green,Clothing,Spring,2.8,43.0,Yes,Free Shipping,Cash,1318,28.0,Male,No,19.0,Monthly,Kentucky
Sandals,M,Peach,Footwear,Winter,4.4,90.0,Yes,Store Pickup,Cash,994,51.0,Male,Yes,25.0,Weekly,Iowa
Jeans,S,Charcoal,Clothing,Fall,2.8,81.0,No,Store Pickup,Venmo,3021,23.0,Female,No,48.0,Every 3 Months,Arkansas
T-shirt,M,Lavender,Clothing,Fall,2.6,62.0,No,2-Day Shipping,Cash,3387,34.0,Female,No,36.0,Quarterly,Michigan
T-shirt,M,Indigo,Clothing,Spring,4.8,93.0,Yes,Store Pickup,Credit Card,405,35.0,Male,Yes,11.0,Monthly,Delaware
Laptop,Not Applicable,White,Electronics,Winter,3.0,809.5398611111111,Yes,Express,Credit Card,4419,36.0,Female,Yes,0.0,Quarterly,New York
Pants,M,Orange,Clothing,Winter,4.9,84.0,Yes,2-Day Shipping,PayPal,989,50.0,Male,Yes,47.0,Fortnightly,Ohio
Boots,L,Indigo,Footwear,Summer,2.5,26.0,Yes,Next Day Air,Debit Card,836,35.0,Male,Yes,21.0,Weekly,Maryland
Shoes,L,White,Footwear,Winter,4.5,72.0,No,2-Day Shipping,Credit Card,1816,51.0,Male,No,48.0,Every 3 Months,New Mexico
Jacket,M,Maroon,Outerwear,Summer,4.5,38.0,Yes,Free Shipping,Venmo,1493,62.0,Male,No,3.0,Quarterly,North Carolina
Shirt,M,Olive,Clothing,Spring,3.7,82.0,No,2-Day Shipping,Venmo,2397,38.0,Male,No,20.0,Weekly,Oregon
Sneakers,M,Turquoise,Footwear,Spring,2.5,39.0,Yes,2-Day Shipping,Debit Card,821,56.0,Male,Yes,27.0,Monthly,Louisiana
Backpack,Free Size,Blue,Accessories,Spring,3.5,94.0,No,Store Pickup,Bank Transfer,2773,18.0,Female,No,10.0,Every 3 Months,Pennsylvania
Shoes,L,Yellow,Footwear,Spring,4.7,85.0,No,Free Shipping,Venmo,3136,68.0,Female,No,48.0,Fortnightly,Indiana
Jewelry,Free Size,Gray,Accessories,Spring,2.9,25.0,No,Free Shipping,Venmo,2041,69.0,Male,No,42.0,Quarterly,South Carolina
Sandals,M,Silver,Footwear,Summer,4.6,85.0,Yes,Standard,Venmo,1298,44.0,Male,No,32.0,Annually,New Jersey
Sneakers,M,Silver,Footwear,Summer,2.7,72.0,Yes,Store Pickup,Cash,1590,42.0,Male,No,48.0,Weekly,Ohio
Bag,Free Size,Blue,Accessories,Autumn,4.0,843.8,No,Standard,Debit Card,4956,69.0,Other,Yes,0.0,Monthly,Houston
Shirt,M,Orange,Clothing,Fall,5.0,54.0,Yes,Express,Debit Card,1302,42.0,Male,No,21.0,Weekly,Maine
Shirt,M,Teal,Clothing,Winter,3.7,21.0,No,2-Day Shipping,Debit Card,2244,56.0,Male,No,13.0,Annually,Massachusetts
Shirt,M,Violet,Clothing,Summer,4.1,75.0,Yes,2-Day Shipping,Venmo,1419,18.0,Male,No,23.0,Every 3 Months,Alabama
Dress,M,Gold,Clothing,Summer,3.1,82.0,No,Free Shipping,Debit Card,3030,64.0,Female,No,1.0,Quarterly,Georgia
Phone,Not Applicable,Black,Electronics,Summer,2.9156626506024095,752.5371604938272,Yes,Express,Cash,4499,49.0,Female,No,36.0,Monthly,Los Angeles
Shoes,L,Maroon,Footwear,Fall,4.2,65.0,Yes,Standard,PayPal,394,33.0,Male,Yes,6.0,Fortnightly,Vermont
Belt,Free Size,Cyan,Accessories,Winter,3.4,52.0,No,Store Pickup,Debit Card,3262,48.0,Female,No,50.0,Weekly,Rhode Island
Jacket,M,Maroon,Outerwear,Fall,3.9,30.0,Yes,2-Day Shipping,Cash,1504,50.0,Male,No,46.0,Quarterly,Michigan
Jewelry,Free Size,Brown,Accessories,Summer,2.7,82.0,No,Express,PayPal,3102,32.0,Female,No,9.0,Fortnightly,Idaho
T-shirt,M,Indigo,Clothing,Fall,3.4,82.0,No,Free Shipping,Debit Card,2070,36.0,Male,No,3.0,Quarterly,Texas
Boots,M,Lavender,Footwear,Fall,4.0,36.0,Yes,Free Shipping,Credit Card,1033,55.0,Male,Yes,44.0,Quarterly,Maine
Shoes,XL,Cyan,Footwear,Summer,4.4,70.0,No,Standard,PayPal,3348,22.0,Female,No,28.0,Bi-Weekly,Iowa
Backpack,Free Size,Pink,Accessories,Fall,4.2,88.0,No,Standard,Cash,2708,32.0,Female,No,19.0,Weekly,Nebraska
Dress,M,Gold,Clothing,Winter,4.7,81.0,No,Express,Credit Card,2582,57.0,Male,No,48.0,Monthly,Wyoming
Boots,M,Maroon,Footwear,Spring,2.9,28.0,No,Standard,Cash,2673,56.0,Female,No,13.0,Annually,West Virginia
Pants,L,Green,Clothing,Spring,3.4,89.0,Yes,Next Day Air,PayPal,313,38.0,Male,Yes,6.0,Annually,Massachusetts
Socks,M,White,Clothing,Summer,4.2,58.0,No,Standard,Bank Transfer,2870,57.0,Female,No,16.0,Weekly,Georgia
Sweater,L,Green,Clothing,Fall,3.3,68.0,No,Express,Debit Card,2294,37.0,Male,No,16.0,Every 3 Months,Georgia
Bag,Free Size,Red,Accessories,Spring,3.159090909090909,737.5294936708862,No,Standard,Debit Card,4143,18.0,Other,Yes,6.0,Weekly,Houston
Pants,S,Gold,Clothing,Spring,2.9,99.0,No,Express,Cash,3820,36.0,Female,No,45.0,Quarterly,Arkansas
Gloves,Free Size,Teal,Accessories,Winter,4.1,32.0,No,Store Pickup,Bank Transfer,2731,23.0,Female,No,37.0,Annually,Wisconsin
Jeans,XL,Yellow,Clothing,Fall,4.9,71.0,Yes,Next Day Air,Cash,353,27.0,Male,Yes,12.0,Every 3 Months,Texas
Jacket,M,Lavender,Outerwear,Spring,3.0,92.0,No,Store Pickup,Bank Transfer,3166,49.0,Female,No,38.0,Every 3 Months,Hawaii
Skirt,L,Red,Clothing,Spring,2.8,25.0,Yes,2-Day Shipping,Debit Card,643,64.0,Male,Yes,14.0,Bi-Weekly,Arkansas
Gloves,Free Size,Green,Accessories,Summer,3.6,87.0,No,Standard,Venmo,3770,51.0,Female,No,31.0,Annually,Arizona
Laptop,Not Applicable,Black,Electronics,Summer,3.1515151515151514,581.66,Yes,Standard,PayPal,4078,46.0,Other,No,0.0,Quarterly,Los Angeles
Boots,L,Maroon,Footwear,Winter,4.2,55.0,No,Next Day Air,Debit Card,3075,26.0,Female,No,34.0,Fortnightly,Massachusetts
Shorts,M,Violet,Clothing,Fall,4.3,63.0,Yes,Express,Credit Card,1474,69.0,Male,No,20.0,Every 3 Months,Wisconsin
Jewelry,Free Size,Peach,Accessories,Summer,3.4,51.0,No,Standard,Cash,3125,57.0,Female,No,4.0,Every 3 Months,California
Sunglasses,Free Size,Cyan,Accessories,Fall,4.9,73.0,Yes,Next Day Air,PayPal,1520,50.0,Male,No,40.0,Weekly,Texas
Blouse,S,White,Clothing,Summer,4.0,42.0,No,Free Shipping,Debit Card,3473,31.0,Female,No,15.0,Weekly,Georgia
Sandals,M,Purple,Footwear,Spring,3.2,53.0,No,Store Pickup,Bank Transfer,3417,25.0,Female,No,11.0,Every 3 Months,Alabama
Phone,Not Applicable,White,Electronics,Spring,2.9156626506024095,1410.28,Yes,Express,Credit Card,4108,21.0,Male,No,0.0,Quarterly,Chicago
Dress,M,Peach,Clothing,Winter,4.1,98.0,No,2-Day Shipping,PayPal,2142,24.0,Male,No,32.0,Annually,Kentucky
Belt,Free Size,Charcoal,Accessories,Summer,3.9,42.0,No,Free Shipping,Debit Card,2541,24.0,Male,No,11.0,Quarterly,New Jersey
Gloves,Free Size,Teal,Accessories,Winter,4.0,99.0,No,Express,Credit Card,3194,63.0,Female,No,35.0,Fortnightly,Virginia
Shoes,S,Black,Footwear,Spring,3.5454545454545454,201.93,Yes,Express,Credit Card,4442,37.0,Male,No,0.0,Weekly,Houston
Jacket,M,Teal,Outerwear,Winter,4.2,80.0,Yes,Next Day Air,Bank Transfer,1505,60.0,Male,No,10.0,Monthly,Alaska
Skirt,M,Red,Clothing,Summer,3.5,45.0,Yes,Standard,PayPal,285,63.0,Male,Yes,4.0,Quarterly,Ohio
Skirt,M,Lavender,Clothing,Winter,3.7,79.0,No,Store Pickup,Venmo,3005,45.0,Female,No,23.0,Fortnightly,Arizona
Shorts,M,Brown,Clothing,Winter,3.8,21.0,No,Store Pickup,Venmo,1730,47.0,Male,No,12.0,Fortnightly,Illinois
Shoes,M,Black,Footwear,Autumn,3.0,277.3683027522936,No,Standard,Cash,4463,38.0,Female,No,2.0,Weekly,New York
Gloves,Free Size,Silver,Accessories,Spring,4.5,35.0,No,Free Shipping,Venmo,2106,65.0,Male,No,38.0,Bi-Weekly,South Carolina
Jacket,S,Indigo,Outerwear,Fall,3.5,23.0,Yes,Standard,Bank Transfer,1425,66.0,Male,No,34.0,Every 3 Months,Connecticut
Headphones,Not Applicable,Black,Electronics,Summer,5.0,543.93,No,Express,Cash,4125,20.0,Other,No,37.0,Weekly,Phoenix
Jewelry,Free Size,Brown,Accessories,Spring,3.4,25.0,Yes,Standard,Debit Card,1038,52.0,Male,Yes,48.0,Quarterly,Rhode Island
Headphones,Not Applicable,Red,Electronics,Summer,2.0,825.1690217391305,No,Express,Debit Card,4589,33.0,Female,No,0.0,Weekly,New York
Dress,M,Green,Clothing,Winter,4.2,96.0,Yes,Standard,PayPal,1165,68.0,Male,No,47.0,Quarterly,Montana
Sunglasses,Free Size,Yellow,Accessories,Summer,4.6,69.0,Yes,Express,Credit Card,272,65.0,Male,Yes,42.0,Fortnightly,Maryland
Boots,L,Brown,Footwear,Winter,4.8,62.0,Yes,Store Pickup,Venmo,1263,29.0,Male,No,44.0,Monthly,Tennessee
Shoes,M,Red,Footwear,Summer,1.0,277.3683027522936,Yes,Express,Credit Card,4611,66.0,Other,No,34.0,Quarterly,Houston
Dress,L,Charcoal,Clothing,Fall,3.2,65.0,Yes,Standard,Venmo,1539,56.0,Male,No,22.0,Bi-Weekly,Illinois
Jacket,XL,Cyan,Outerwear,Spring,3.7,67.0,No,2-Day Shipping,Credit Card,3657,35.0,Female,No,18.0,Monthly,North Dakota
Jacket,M,White,Outerwear,Fall,3.3,81.0,Yes,Express,Venmo,463,59.0,Male,Yes,48.0,Every 3 Months,Illinois
Sunglasses,Free Size,Lavender,Accessories,Spring,3.4,57.0,No,Store Pickup,Credit Card,1891,36.0,Male,No,5.0,Weekly,Hawaii
Headphones,Not Applicable,White,Electronics,Summer,3.1139240506329116,1294.07,Yes,Express,Credit Card,4612,62.0,Other,No,39.0,Weekly,Houston
Dress,S,Olive,Clothing,Fall,4.2,98.0,No,Standard,Credit Card,2480,37.0,Male,No,26.0,Every 3 Months,Kansas
Skirt,L,Gold,Clothing,Fall,4.7,38.0,Yes,Standard,Credit Card,1430,24.0,Male,No,6.0,Every 3 Months,Maryland
Sweater,L,Maroon,Clothing,Winter,3.1,64.0,Yes,Express,Cash,2,19.0,Male,Yes,2.0,Fortnightly,Maine
Phone,Not Applicable,Blue,Electronics,Autumn,5.0,752.5371604938272,No,Standard,PayPal,4356,33.0,Female,Yes,2.0,Weekly,Houston
Shoes,M,Red,Footwear,Spring,3.5454545454545454,277.3683027522936,Yes,Standard,Debit Card,4614,56.0,Female,No,0.0,Quarterly,Chicago
Hat,Free Size,Beige,Accessories,Summer,2.6,81.0,Yes,Express,Credit Card,1072,61.0,Male,No,46.0,Monthly,Pennsylvania
Shirt,M,Maroon,Clothing,Spring,2.7,93.0,Yes,Express,Credit Card,1319,52.0,Male,No,19.0,Bi-Weekly,Connecticut
Shorts,XL,Gray,Clothing,Spring,2.8,33.0,No,Free Shipping,Cash,3496,24.0,Female,No,14.0,Weekly,Georgia
Blouse,M,Cyan,Clothing,Winter,3.5,83.0,No,2-Day Shipping,PayPal,2396,62.0,Male,No,47.0,Bi-Weekly,Connecticut
Pants,M,Turquoise,Clothing,Summer,4.2,55.0,No,Express,Credit Card,2166,29.0,Male,No,42.0,Every 3 Months,Idaho
Jacket,M,Gray,Outerwear,Winter,4.6,99.0,Yes,Standard,Debit Card,993,46.0,Male,Yes,50.0,Weekly,Louisiana
Belt,Free Size,Red,Accessories,Winter,3.4,91.0,No,2-Day Shipping,Debit Card,2177,24.0,Male,No,44.0,Quarterly,Vermont
Socks,L,Silver,Clothing,Fall,3.7,23.0,No,Express,PayPal,2025,62.0,Male,No,39.0,Weekly,Arkansas
Phone,Not Applicable,Blue,Electronics,Summer,5.0,1459.71,No,Express,PayPal,4885,51.0,Male,Yes,0.0,Quarterly,New York
Scarf,Free Size,Teal,Accessories,Summer,2.7,71.0,No,Store Pickup,PayPal,2379,26.0,Male,No,37.0,Bi-Weekly,New Hampshire
Socks,M,Silver,Clothing,Spring,4.3,100.0,Yes,Store Pickup,PayPal,770,52.0,Male,Yes,8.0,Monthly,Delaware
Scarf,Free Size,Indigo,Accessories,Summer,3.8,38.0,Yes,Standard,Bank Transfer,1562,50.0,Male,No,2.0,Quarterly,Mississippi
Gloves,Free Size,Pink,Accessories,Fall,4.5,72.0,Yes,Next Day Air,PayPal,535,65.0,Male,Yes,4.0,Quarterly,Florida
Hoodie,L,Purple,Clothing,Spring,3.8,60.0,Yes,Free Shipping,Debit Card,895,44.0,Male,Yes,3.0,Quarterly,Wyoming
Laptop,Not Applicable,Green,Electronics,Spring,4.0,509.47,No,Express,Debit Card,5012,33.0,Other,No,11.0,Weekly,Los Angeles
Dress,M,Beige,Clothing,Summer,3.0,90.0,Yes,Store Pickup,Debit Card,238,50.0,Male,Yes,36.0,Fortnightly,Iowa
Shorts,M,Violet,Clothing,Fall,2.8,98.0,Yes,Next Day Air,Venmo,1279,28.0,Male,No,31.0,Fortnightly,Utah
Sweater,M,Purple,Clothing,Fall,4.5,62.0,Yes,Standard,Credit Card,94,37.0,Male,Yes,46.0,Weekly,Florida
Shirt,M,White,Clothing,Spring,5.0,379.18,Yes,Express,Cash,4297,60.0,Other,No,12.0,Quarterly,New York
Dress,M,Gold,Clothing,Fall,3.1,90.0,No,Next Day Air,Debit Card,3394,60.0,Female,No,50.0,Monthly,Arizona
Scarf,Free Size,Black,Accessories,Fall,4.0,95.0,Yes,Standard,Cash,1436,45.0,Male,No,41.0,Weekly,Oregon
Coat,L,Olive,Outerwear,Spring,3.9,42.0,Yes,Store Pickup,PayPal,474,34.0,Male,Yes,29.0,Every 3 Months,West Virginia
Skirt,S,Charcoal,Clothing,Fall,4.8,43.0,No,Standard,Cash,2148,47.0,Male,No,4.0,Fortnightly,Missouri
Sandals,M,Olive,Footwear,Fall,3.3,94.0,No,Express,Bank Transfer,3570,35.0,Female,No,9.0,Fortnightly,Alaska
Coat,M,Black,Outerwear,Summer,4.8,75.0,No,Next Day Air,PayPal,2669,59.0,Female,No,9.0,Quarterly,Texas
Blouse,S,Indigo,Clothing,Fall,2.7,79.0,Yes,Store Pickup,Bank Transfer,1414,51.0,Male,No,12.0,Quarterly,New Hampshire
Watch,Not Applicable,White,Electronics,Summer,3.0759493670886076,662.1159090909091,No,Standard,Credit Card,4928,62.0,Other,Yes,4.0,Weekly,Houston
Jacket,L,Red,Outerwear,Winter,4.4,68.0,Yes,Store Pickup,Credit Card,488,41.0,Male,Yes,22.0,Quarterly,Iowa
Sweater,M,Indigo,Clothing,Winter,3.8,51.0,No,2-Day Shipping,Cash,3370,47.0,Female,No,42.0,Monthly,Maine
Handbag,Free Size,Red,Accessories,Fall,3.3,77.0,No,Next Day Air,Venmo,3124,57.0,Female,No,40.0,Bi-Weekly,Iowa
Coat,M,Blue,Outerwear,Summer,2.7,92.0,No,Free Shipping,PayPal,1774,21.0,Male,No,17.0,Annually,West Virginia
Belt,Free Size,Olive,Accessories,Spring,4.5,81.0,Yes,Store Pickup,Venmo,1282,29.0,Male,No,8.0,Bi-Weekly,New Jersey
Pants,S,Green,Clothing,Summer,3.8,63.0,No,2-Day Shipping,Bank Transfer,3445,53.0,Female,No,12.0,Bi-Weekly,Rhode Island
Boots,M,Brown,Footwear,Spring,3.8,71.0,No,Next Day Air,PayPal,3424,33.0,Female,No,21.0,Bi-Weekly,Massachusetts
Coat,M,Beige,Outerwear,Fall,2.7,48.0,Yes,Store Pickup,PayPal,144,30.0,Male,Yes,25.0,Quarterly,Missouri
Shorts,M,Gray,Clothing,Winter,4.4,24.0,No,Standard,Debit Card,2276,29.0,Male,No,10.0,Weekly,Oklahoma
Hat,Free Size,Turquoise,Accessories,Spring,3.5,24.0,Yes,Store Pickup,Cash,1473,39.0,Male,No,11.0,Weekly,Indiana
Shorts,L,Black,Clothing,Winter,4.0,91.0,Yes,2-Day Shipping,PayPal,459,47.0,Male,Yes,48.0,Monthly,Arkansas
Dress,M,Orange,Clothing,Fall,4.9,95.0,No,Next Day Air,Credit Card,3582,26.0,Female,No,50.0,Weekly,Georgia
Sunglasses,Free Size,Teal,Accessories,Winter,2.9,97.0,No,Free Shipping,Debit Card,1898,53.0,Male,No,11.0,Fortnightly,Alaska
Jewelry,Free Size,Teal,Accessories,Fall,4.1,85.0,Yes,Express,Venmo,1599,47.0,Male,No,21.0,Bi-Weekly,California
Laptop,Not Applicable,Blue,Electronics,Summer,3.1515151515151514,372.79,Yes,Standard,PayPal,4494,35.0,Female,No,49.0,Monthly,Houston
Gloves,Free Size,Violet,Accessories,Fall,2.9,84.0,No,Store Pickup,Cash,2501,59.0,Male,No,32.0,Bi-Weekly,Massachusetts
Bag,Free Size,Red,Accessories,Spring,3.159090909090909,236.32,No,Express,Debit Card,4107,48.0,Male,Yes,0.0,Monthly,Houston
Shirt,S,Blue,Clothing,Summer,3.4741258741258743,261.1362046204621,Yes,Express,Cash,4396,65.0,Other,Yes,0.0,Quarterly,Phoenix
Handbag,Free Size,Cyan,Accessories,Spring,2.9,87.0,No,2-Day Shipping,Cash,2299,40.0,Male,No,10.0,Every 3 Months,Montana
Shirt,M,Silver,Clothing,Winter,3.3,66.0,No,Store Pickup,Credit Card,2745,38.0,Female,No,40.0,Monthly,Wyoming
Blouse,XL,Charcoal,Clothing,Summer,3.7,70.0,Yes,Express,Credit Card,648,54.0,Male,Yes,23.0,Fortnightly,Mississippi
Bag,Free Size,Red,Accessories,Autumn,1.0,1270.13,No,Standard,Debit Card,4572,45.0,Male,No,3.0,Weekly,New York
Hoodie,M,Charcoal,Clothing,Fall,3.9,48.0,No,Express,Venmo,1800,32.0,Male,No,47.0,Weekly,California
Backpack,Free Size,Magenta,Accessories,Fall,3.5,34.0,Yes,Next Day Air,PayPal,1558,27.0,Male,No,34.0,Quarterly,South Dakota
Hoodie,L,Magenta,Clothing,Fall,3.7,42.0,Yes,Next Day Air,Bank Transfer,178,21.0,Male,No,47.0,Monthly,Kansas
Jewelry,Free Size,Cyan,Accessories,Spring,4.6,68.0,No,Standard,PayPal,2311,30.0,Male,No,15.0,Monthly,Virginia
Shirt,M,White,Clothing,Autumn,4.0,261.1362046204621,Yes,Standard,PayPal,4901,61.0,Male,No,2.0,Weekly,Houston
Phone,Not Applicable,Green,Electronics,Winter,2.9156626506024095,851.29,No,Standard,PayPal,5038,43.0,Other,No,0.0,Weekly,Los Angeles
Shoes,M,White,Footwear,Fall,4.7,70.0,Yes,Standard,PayPal,624,19.0,Male,Yes,48.0,Bi-Weekly,Nevada
Pants,S,Lavender,Clothing,Summer,4.5,83.0,Yes,Next Day Air,Venmo,1007,21.0,Male,Yes,50.0,Quarterly,Michigan
Jewelry,Free Size,Magenta,Accessories,Summer,3.3,75.0,Yes,Free Shipping,Debit Card,1071,50.0,Male,No,50.0,Weekly,North Carolina
Shirt,L,Pink,Clothing,Winter,4.3,60.0,No,Standard,Venmo,3454,31.0,Female,No,48.0,Bi-Weekly,Alabama
Jewelry,Free Size,Yellow,Accessories,Summer,3.6,40.0,No,2-Day Shipping,Bank Transfer,3711,60.0,Female,No,32.0,Fortnightly,Hawaii
Handbag,Free Size,Maroon,Accessories,Fall,3.6,37.0,No,2-Day Shipping,Cash,2458,53.0,Male,No,23.0,Quarterly,Delaware
Bag,Free Size,Blue,Accessories,Summer,4.0,737.5294936708862,Yes,Standard,Cash,4426,66.0,Male,Yes,0.0,Quarterly,Chicago
Boots,M,Pink,Footwear,Winter,4.9,75.0,No,Next Day Air,Credit Card,1826,23.0,Male,No,41.0,Weekly,South Dakota
Sandals,L,Beige,Footwear,Fall,4.5,81.0,Yes,Free Shipping,Debit Card,418,23.0,Male,Yes,48.0,Quarterly,Mississippi
Gloves,Free Size,Blue,Accessories,Spring,4.9,99.0,Yes,Next Day Air,Debit Card,458,25.0,Male,Yes,48.0,Every 3 Months,Rhode Island
Shirt,L,Violet,Clothing,Fall,3.4,76.0,No,Free Shipping,Cash,2801,70.0,Female,No,14.0,Bi-Weekly,Arkansas
Laptop,Not Applicable,White,Electronics,Autumn,3.1515151515151514,809.5398611111111,No,Express,Debit Card,4517,40.0,Other,Yes,45.0,Monthly,Houston
Skirt,M,Orange,Clothing,Spring,3.8,66.0,No,Next Day Air,Credit Card,2243,18.0,Male,No,5.0,Bi-Weekly,Nevada
Jacket,M,Olive,Outerwear,Fall,4.6,42.0,No,Free Shipping,Debit Card,2427,70.0,Male,No,26.0,Every 3 Months,Florida
Gloves,Free Size,Orange,Accessories,Summer,4.6,23.0,Yes,Free Shipping,Venmo,161,27.0,Male,Yes,34.0,Monthly,Texas
Sweater,M,Silver,Clothing,Fall,4.4,59.0,Yes,Express,Credit Card,1079,37.0,Male,No,49.0,Fortnightly,Arizona
Laptop,Not Applicable,Red,Electronics,Spring,5.0,464.46,No,Express,PayPal,4480,59.0,Female,No,0.0,Monthly,Houston
